title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate
Rep,Harold,,Rogers,,Hal,R,KY,5,1,M,202-225-4601,202-225-0940,http://halrogers.house.gov,https://halrogers.house.gov/contact/contactform.htm,2406 Rayburn House Office Building,R000395,26875,H0KY05015,400340,N00003473,RepHalRogers,http://www.opencongress.org/wiki/Harold_Rogers,http://youtube.com/RepHalRogers,6722039085,,,1937-12-31
Rep,Dana,T.,Rohrabacher,,,R,CA,48,1,M,202-225-2415,202-225-0145,http://rohrabacher.house.gov,http://rohrabacher.house.gov/contact-me,2300 Rayburn House Office Building,R000409,26763,H8CA42061,400343,N00007151,,http://www.opencongress.org/wiki/Dana_Rohrabacher,,78476240421,,,1947-06-21
Rep,Ileana,,Ros-Lehtinen,,,R,FL,27,1,F,202-225-3931,202-225-5620,http://ros-lehtinen.house.gov,http://www.house.gov/writerep,2206 Rayburn House Office Building,R000435,26815,H0FL18025,400344,N00002858,RosLehtinen,http://www.opencongress.org/wiki/Ileana_Ros-Lehtinen,http://youtube.com/IleanaRosLehtinen,286546974761109,,,1952-07-15
Rep,Steven,R.,Rothman,,Steve,D,NJ,9,0,M,202-225-5061,202-225-5851,http://rothman.house.gov,https://forms.house.gov/rothman/webforms/issue_subscribe.htm,2303 Rayburn House Office Building,R000462,481,H6NJ09165,400346,N00008619,,http://www.opencongress.org/wiki/Steven_Rothman,,,,,1952-10-14
Rep,Lucille,,Roybal-Allard,,,D,CA,40,1,F,202-225-1766,202-226-0350,http://www.house.gov/roybal-allard,http://www.house.gov/writerep,2330 Rayburn House Office Building,R000486,26766,H2CA33048,400347,N00006671,RepRoybalAllard,http://www.opencongress.org/wiki/Lucille_Roybal-Allard,http://youtube.com/RepRoybalAllard,139773069370563,,,1941-06-12
Rep,Edward,R.,Royce,,Ed,R,CA,39,1,M,202-225-4111,202-226-0335,http://royce.house.gov/,http://www.house.gov/writerep,2185 Rayburn House Office Building,R000487,26772,H6CA39020,400348,N00008264,RepEdRoyce,http://www.opencongress.org/wiki/Edward_Royce,http://youtube.com/RepEdRoyce,6460640558,,,1951-10-12
Rep,Bobby,L.,Rush,,,D,IL,1,1,M,202-225-4372,202-226-0333,http://rush.house.gov,http://rush.house.gov/contact-me/email-me,2268 Rayburn House Office Building,R000515,26831,H2IL01042,400350,N00004887,RepBobbyRush,http://www.opencongress.org/wiki/Bobby_Rush,http://youtube.com/CongressmanRush,230753786936538,,,1946-11-23
Rep,Ciro,D.,Rodriguez,,,D,TX,23,0,M,,,http://rodriguez.house.gov,,,R000568,16389,H8TX28013,400339,N00009828,,http://www.opencongress.org/wiki/Ciro_Rodriguez,,,,,1946-12-09
Rep,Thomas,M.,Reynolds,,,R,NY,26,0,M,,,http://reynolds.house.gov,,,R000569,4384,H8NY27077,400338,N00001295,,http://www.opencongress.org/wiki/Thomas_Reynolds,,,,,1950-09-03
Rep,Paul,D.,Ryan,,,R,WI,1,1,M,202-225-3031,202-225-3393,http://paulryan.house.gov,http://www.house.gov/ryan/email.htm,1233 Longworth House Office Building,R000570,26344,H8WI01024,400351,N00004357,RepPaulRyan,http://www.opencongress.org/wiki/Paul_Ryan,http://youtube.com/reppaulryan,7123827676,,,1970-01-29
Rep,Dennis,,Rehberg,,Denny,R,MT,0,0,M,202-225-3211,202-225-5687,http://www.house.gov/rehberg,http://www.house.gov/rehberg/issue.shtml,2448 Rayburn House Office Building,R000571,404,H0MT00033,400335,N00004645,DennyRehberg,http://www.opencongress.org/wiki/Dennis_Rehberg,http://youtube.com/DennyRehberg,denny.rehberg.mt,,,1955-10-05
Rep,Mike,,Rogers,,,R,MI,8,1,M,202-225-4872,202-225-5820,http://mikerogers.house.gov,http://mikerogers.house.gov/contact/,2112 Rayburn House Office Building,R000572,8751,H0MI08042,400342,N00009668,RepMikeRogers,http://www.opencongress.org/wiki/Mike_Rogers,http://youtube.com/RepMikeRogers,168209963203416,,,1963-06-02
Rep,Mike,,Ross,,,D,AR,4,0,M,202-225-3772,202-225-1314,http://www.house.gov/ross,"http://ross.house.gov/?sectionid=77&sectiontree=76,77",2436 Rayburn House Office Building,R000573,24571,H0AR04038,400345,N00009571,RepMikeRoss,http://www.opencongress.org/wiki/Mike_Ross,http://youtube.com/MikeRossArkansas04,RepMikeRoss,,,1961-08-02
Rep,Rick,,Renzi,,Rick,R,AZ,1,0,M,,,http://www.house.gov/renzi,,,R000574,28172,H2AZ01172,400336,N00024931,,http://www.opencongress.org/wiki/Richard_Renzi,,,,,1958-06-11
Rep,Mike,Dennis,Rogers,,Mike,R,AL,3,1,M,202-225-3261,202-226-8485,http://mike-rogers.house.gov/,http://mike-rogers.house.gov/contact-mike/email-me,324 Cannon House Office Building,R000575,5705,H2AL03032,400341,N00024759,RepMikeRogersAL,http://www.opencongress.org/wiki/Michael_Rogers,http://youtube.com/MikeRogersAL03,171770326187035,,,1958-07-16
Rep,C.,A. Dutch,Ruppersberger,,,D,MD,2,1,M,202-225-3061,202-225-3094,http://www.house.gov/ruppersberger,http://dutch.house.gov/contact.shtml,2416 Rayburn House Office Building,R000576,36130,H2MD02160,400349,N00025482,Call_Me_Dutch,http://www.opencongress.org/wiki/C.A._Dutch_Ruppersberger,http://youtube.com/ruppersberger,184756771570504,,,1946-01-31
Rep,Tim,J.,Ryan,,Tim,D,OH,13,1,M,202-225-5261,202-225-3719,http://timryan.house.gov,http://timryan.house.gov/index.php?option=com_content&amp;task=view&amp;id=129&amp;Itemid=42,1421 Longworth House Office Building,R000577,45638,H2OH17109,400352,N00025280,RepTimRyan,http://www.opencongress.org/wiki/Timothy_Ryan,http://youtube.com/timryanvision,121560497865,,,1973-07-16
Rep,David,George,Reichert,,Dave,R,WA,8,1,M,202-225-7761,202-225-4282,http://reichert.house.gov,http://reichert.house.gov/contact-me,1127 Longworth House Office Building,R000578,51346,H4WA08071,400660,N00026885,DaveReichert,http://www.opencongress.org/wiki/David_George_Reichert,http://youtube.com/repdavereichert,91504302598,,,1950-08-29
Rep,Peter,J.,Roskam,,,R,IL,6,1,M,202-225-4561,202-225-1166,http://roskam.house.gov,http://www.house.gov/writerep,227 Cannon House Office Building,R000580,6382,H6IL06117,412202,N00004719,PeterRoskam,http://www.opencongress.org/wiki/Peter_Roskam,http://youtube.com/RoskamIL06,118777661469195,,,1961-09-13
Rep,Laura,,Richardson,,,D,CA,37,0,F,202-225-7924,202-225-7926,http://richardson.house.gov/,http://richardson.house.gov/IMA/issue_subscribe.htm,1330 Longworth House Office Building,R000581,69508,H8CA37137,412253,N00029112,replrichardson,http://www.opencongress.org/wiki/Laura_Richardson,http://youtube.com/RepLRichardson,RepresentativeLauraRichardson,,,1962-04-14
Rep,David,P.,Roe,,Phil,R,TN,1,1,M,202-225-6356,202-225-6356,http://roe.house.gov,http://roe.house.gov/contact,407 Cannon House Office Building,R000582,65306,H6TN01388,412310,N00028463,DrPhilRoe,http://www.opencongress.org/wiki/David_Roe,http://youtube.com/drphilroe,130725126985966,,,1945-07-21
Rep,Thomas,J.,Rooney,,,R,FL,17,1,M,202-225-5792,202-225-3132,http://rooney.house.gov,https://forms.house.gov/rooney/webforms/issue_subscribe.html,221 Cannon House Office Building,R000583,107800,H8FL16022,412311,N00029018,TomRooney,http://www.opencongress.org/wiki/Tom_Rooney,http://youtube.com/CongressmanRooney,117697790448,,,1970-11-21
Sen,James,E.,Risch,,Jim,R,ID,Junior Seat,1,M,202-224-2752,202-224-2573,http://www.risch.senate.gov,http://www.risch.senate.gov/public/index.cfm?p=Email,483 Russell Senate Office Building,R000584,2919,S8ID00092,412322,N00029441,SenatorRisch,http://www.opencongress.org/wiki/James_Risch,http://youtube.com/SenatorJamesRisch,,,II,1943-05-03
Rep,Tom,W.,Reed,II,Tom,R,NY,23,1,M,202-225-3161,202-226-6599,http://reed.house.gov,http://reed.house.gov/contact-me/email-me,1504 Longworth House Office Building,R000585,127046,H0NY29054,412393,N00030949,RepTomReed,http://www.opencongress.org/wiki/Tom_Reed,http://youtube.com/CongressmanTomReed,102449199835273,,,1971-11-18
Rep,James,B.,Renacci,,,R,OH,16,1,M,202-225-3876,202-225-3059,http://renacci.house.gov,http://renacci.house.gov/contact-me/,130 Cannon House Office Building,R000586,120678,H0OH16097,412462,N00031127,RepJimRenacci,http://www.opencongress.org/wiki/Jim_Renacci,http://youtube.com/repjimrenacci,187639524595278,,,1958-12-03
Rep,Reid,J.,Ribble,,,R,WI,8,1,M,202-225-5665,202- 225-5729,http://ribble.house.gov,http://ribble.house.gov/contact-me/email-me,1513 Longworth House Office Building,R000587,126240,H0WI08075,412489,N00030968,RepRibble,http://www.opencongress.org/wiki/Reid_Ribble,http://youtube.com/RepRibble,157169920997203,,,1956-04-05
Rep,Cedric,L,Richmond,,,D,LA,2,1,M,202-225-6636,202- 225-1988,http://richmond.house.gov,http://richmond.house.gov/contact-me/email-me,240 Cannon House Office Building,R000588,35384,H8LA02054,412432,N00030184,RepRichmond,http://www.opencongress.org/wiki/Cedric_Richmond,,197737020257085,,,1973-09-13
Rep,E.,Scott,Rigell,,,R,VA,2,1,M,202-225-4215,202-225-4218,http://rigell.house.gov,http://rigell.house.gov/contact/,418 Cannon House Office Building,R000589,121807,H0VA02084,412483,N00030962,RepScottRigell,http://www.opencongress.org/wiki/Scott_Rigell,http://youtube.com/RepScottRigell,167851429918010,,,1960-05-28
Rep,David,,Rivera,,,R,FL,25,0,M,202-225-2778,202-226-0346,http://rivera.house.gov/,,417 Cannon House Office Building,R000590,31234,H0FL25038,412415,N00031887,RepRivera,http://www.opencongress.org/wiki/David_Rivera,http://youtube.com/RepRivera,174136165957653,,,1965-09-16
Rep,Martha,,Roby,,,R,AL,2,1,F,202-225-2901,202-225-8913,http://roby.house.gov,http://roby.house.gov/contact-me,428 Cannon House Office Building,R000591,71604,H0AL02087,412394,N00030768,RepMarthaRoby,http://www.opencongress.org/wiki/Martha_Roby,http://youtube.com/reproby,174519582574426,,,1976-07-27
Rep,Todd,,Rokita,,,R,IN,4,1,M,202-225-5037,202-226-0544,http://rokita.house.gov,http://rokita.house.gov/contact-me/email-me,236 Cannon House Office Building,R000592,34167,H0IN04170,412426,N00031741,ToddRokita,http://www.opencongress.org/wiki/Todd_Rokita,http://youtube.com/reptoddrokita,183180288372896,,,1970-02-09
Rep,Dennis,A.,Ross,,,R,FL,15,1,M,202-225-1252,202- 226-0585,http://dennisross.house.gov,http://dennisross.house.gov/contact/,229 Cannon House Office Building,R000593,12813,H0FL12101,412411,N00030645,RepDennisRoss,http://www.opencongress.org/wiki/Dennis_Ross,http://youtube.com/RepDennisRoss,469477579757018,,,1959-10-18
Rep,Jon,,Runyan,,,R,NJ,3,1,M,202-225-4765,202-225-0778,http://runyan.house.gov,http://runyan.house.gov/contact-me/email-me,1239 Longworth House Office Building,R000594,121117,H0NJ03153,412449,N00031988,RepJonRunyan,http://www.opencongress.org/wiki/Jon_Runyan,http://youtube.com/RepRunyan,177208315676754,,,1973-11-27
Sen,Marco,,Rubio,,,R,FL,Junior Seat,1,M,202-224-3041,202-224-3041,http://www.rubio.senate.gov,http://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,R000595,1601,S0FL00338,412491,N00030612,SenRubioPress,http://www.opencongress.org/wiki/Marco_Rubio,http://youtube.com/SenatorMarcoRubio,178910518800987,,III,1971-05-28
Rep,Trey,,Radel,,,R,FL,19,1,M,202-225-2536,,http://radel.house.gov,http://radel.house.gov/contact,1123 Longworth House Office Building,R000596,137658,H2FL14194,412528,N00034017,TreyRadel,,http://youtube.com/RepTreyRadel,391501350939452,,,1976-04-20
Rep,Tom,,Rice,,,R,SC,7,1,M,202-225-9895,,http://rice.house.gov,http://rice.house.gov/contact/email-me,325 Cannon House Office Building,R000597,132382,H2SC07066,412572,N00033832,RepTomRice,,,403403083083104,,,1957-08-04
Rep,Keith,J.,Rothfus,,,R,PA,12,1,M,202-225-2065,,http://rothfus.house.gov,http://rothfus.house.gov/contact/email-me,503 Cannon House Office Building,R000598,119466,H0PA04220,412570,N00031253,KeithRothfus,,http://youtube.com/reprothfus,133803223451004,,,1962-04-25
Rep,Raul,,Ruiz,,,D,CA,36,1,M,202-225-5330,,http://ruiz.house.gov,http://ruiz.house.gov/contact/email-me,1319 Longworth House Office Building,R000599,136407,H2CA36439,412519,N00033510,CongressmanRuiz,,http://youtube.com/repraulruiz,245244468941114,,,1972-08-25
Rep,Matt,,Salmon,,,R,AZ,5,1,M,202-225-2635,202-226-4386,http://salmon.house.gov,http://salmon.house.gov/contact/email-me,2349 Rayburn House Office Building,S000018,22184,H4AZ01038,400606,N00006446,RepMattSalmon,,http://youtube.com/repmattsalmon,149561218527414,,,1958-01-21
Rep,Loretta,L.,Sanchez,,,D,CA,46,1,F,202-225-2965,202-225-5859,http://www.lorettasanchez.house.gov,http://www.lorettasanchez.house.gov/index.php?option=com_content&amp;task=view&amp;id=218&amp;Itemid=17,1114 Longworth House Office Building,S000030,203,H6CA46033,400356,N00008274,LorettaSanchez,http://www.opencongress.org/wiki/Loretta_Sanchez,http://youtube.com/LorettaSanchezLive,90966961167,,,1960-01-07
Sen,Bernard,,Sanders,,Bernie,I,VT,Junior Seat,1,M,202-224-5141,202-228-0776,http://www.sanders.senate.gov,http://www.sanders.senate.gov/contact/,332 Dirksen Senate Office Building,S000033,27110,H8VT01016,400357,N00000528,SenSanders,http://www.opencongress.org/wiki/Bernard_Sanders,http://youtube.com/senatorsanders,9124187907,,I,1941-09-08
Rep,Marshall,,Sanford,,Mark,R,SC,1,1,M,202-225-3176,843-521-2535,http://sanford.house.gov/,https://sanford.house.gov/contact/email-me,322 Cannon House Office Building,S000051,21991,H4SC01073,400607,N00002424,RepSanfordSC,,http://youtube.com/RepSanfordSC,118387985037658,,,1960-05-28
Rep,H.,James,Saxton,,Jim,R,NJ,3,0,M,,,http://www.house.gov/saxton,,,S000097,26953,H4NJ13022,400359,N00000834,,http://www.opencongress.org/wiki/H._James_Saxton,,,,,1943-01-22
Sen,Charles,E.,Schumer,,Chuck,D,NY,Senior Seat,1,M,202-224-6542,202-228-3027,http://www.schumer.senate.gov,http://www.schumer.senate.gov/Contact/contact_chuck.cfm,322 Hart Senate Office Building,S000148,26976,S8NY00082,300087,N00001093,ChuckSchumer,http://www.opencongress.org/wiki/Charles_Schumer,http://youtube.com/SenatorSchumer,15771239406,,III,1950-11-23
Rep,Robert,C.,Scott,,Bobby,D,VA,3,1,M,202-225-8351,202-225-8354,http://www.house.gov/scott,http://www.house.gov/writerep,1201 Longworth House Office Building,S000185,27117,H6VA01117,400364,N00002147,RepBobbyScott,http://www.opencongress.org/wiki/Robert_Scott,http://youtube.com/repbobbyscott,123839200978190,,,1947-04-30
Rep,F.,F.,Sensenbrenner,Jr.,Jim,R,WI,5,1,M,202-225-5101,202-225-3190,http://sensenbrenner.house.gov,http://sensenbrenner.house.gov/contact/email.htm,2449 Rayburn House Office Building,S000244,27142,H8WI09050,400365,N00004291,JimPressOffice,http://www.opencongress.org/wiki/James_Sensenbrenner,http://youtube.com/RepSensenbrenner,RepSensenbrenner,,,1943-06-14
Rep,José,E.,Serrano,,,D,NY,15,1,M,202-225-4361,202-225-6001,http://serrano.house.gov,http://serrano.house.gov/contact-me/email-me,2227 Rayburn House Office Building,S000248,26981,H0NY18065,400366,N00001813,RepJoseSerrano,http://www.opencongress.org/wiki/Jose_Serrano,,273446508512,,,1943-10-24
Rep,Pete,A.,Sessions,,Pete,R,TX,32,1,M,202-225-2231,202-225-5878,http://sessions.house.gov/,http://sessions.house.gov/index.cfm/contact,2233 Rayburn House Office Building,S000250,288,H2TX03126,400367,N00005681,PeteSessions,http://www.opencongress.org/wiki/Peter_Sessions,http://youtube.com/PeteSessions,367963843082,,,1955-03-22
Rep,John,B.,Shadegg,,,R,AZ,3,0,M,,,http://johnshadegg.house.gov,,,S000275,22186,H4AZ04016,400368,N00006425,RepJohnShadegg,http://www.opencongress.org/wiki/John_Shadegg,http://youtube.com/JohnShadegg,,,,1949-10-22
Sen,Richard,C.,Shelby,,,R,AL,Senior Seat,1,M,202-224-5744,202-224-3416,http://www.shelby.senate.gov,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,304 Russell Senate Office Building,S000320,53266,S6AL00013,300089,N00009920,SenShelbyPress,http://www.opencongress.org/wiki/Richard_Shelby,http://youtube.com/SenatorRichardShelby,50850514797,,III,1934-05-06
Rep,Brad,J.,Sherman,,,D,CA,30,1,M,202-225-5911,202-225-5879,http://bradsherman.house.gov,http://www.house.gov/sherman/contact/,2242 Rayburn House Office Building,S000344,142,H6CA24113,400371,N00006897,BradSherman,http://www.opencongress.org/wiki/Brad_Sherman,http://youtube.com/shermanca27,63158229861,,,1954-10-24
Rep,John,M.,Shimkus,,,R,IL,15,1,M,202-225-5271,202-225-5880,http://shimkus.house.gov,http://shimkus.house.gov/contact/email-me,2452 Rayburn House Office Building,S000364,246,H2IL20042,400373,N00004961,RepShimkus,http://www.opencongress.org/wiki/John_Shimkus,http://youtube.com/repshimkus,123916254317516,,,1958-02-21
Rep,Ike,,Skelton,,,D,MO,4,0,M,,,http://www.house.gov/skelton,,,S000465,26936,H6MO04141,400377,N00005105,,http://www.opencongress.org/wiki/Ike_Skelton,,,,,1931-12-20
Rep,Louise,McIntosh,Slaughter,,,D,NY,25,1,F,202-225-3615,202-225-7822,http://louise.house.gov,https://forms.house.gov/slaughter/webforms/zip_auth.shtm,2469 Rayburn House Office Building,S000480,26991,H6NY03031,400378,N00001311,LouiseSlaughter,http://www.opencongress.org/wiki/Louise_McIntosh_Slaughter,http://youtube.com/louiseslaughter,82424647700,,,1929-08-14
Rep,Adam,,Smith,,,D,WA,9,1,M,202-225-8901,202-225-5893,http://www.house.gov/adamsmith,http://adamsmith.house.gov/Contact/,2264 Rayburn House Office Building,S000510,845,H6WA09025,400379,N00007833,RepAdamSmith,http://www.opencongress.org/wiki/Adam_Smith,http://youtube.com/CongressmanAdamSmith,288586617834523,,,1965-06-15
Rep,Christopher,H.,Smith,,Chris,R,NJ,4,1,M,202-225-3765,202-225-7768,http://chrissmith.house.gov,http://chrissmith.house.gov/contact/zipauth.htm,2373 Rayburn House Office Building,S000522,26952,H8NJ04014,400380,N00009816,RepChrisSmith,http://www.opencongress.org/wiki/Christopher_Smith,http://youtube.com/USRepChrisSmith,371621772908416,,,1953-03-04
Rep,Lamar,S.,Smith,,,R,TX,21,1,M,202-225-4236,202-225-8628,http://lamarsmith.house.gov,http://lamarsmith.house.gov/contact.aspx?section=Mail,2409 Rayburn House Office Building,S000583,27097,H6TX21012,400381,N00001811,LamarSmithTX21,http://www.opencongress.org/wiki/Lamar_Smith,http://youtube.com/lamarsmithtexas21,107736785195,,,1947-11-19
Sen,Olympia,Jean,Snowe,,,R,ME,Senior Seat,0,F,202-224-5344,202-224-1946,http://snowe.senate.gov/,http://www.snowe.senate.gov/public/index.cfm/contact?p=email,154 Russell Senate Office Building,S000663,26885,S4ME00055,300091,N00000480,SenatorSnowe,http://www.opencongress.org/wiki/Olympia_Snowe,http://youtube.com/senatorolympiasnowe,165865453427287,,I,1947-02-21
Rep,Victor,F.,Snyder,,Vic,D,AR,2,0,M,,,http://www.house.gov/snyder,,,S000672,434,H6AR02203,400383,N00008188,,http://www.opencongress.org/wiki/Victor_Snyder,http://youtube.com/VicSnyderAR02,,,,1947-09-27
Sen,Arlen,,Specter,,,D,PA,Senior Seat,0,M,,,http://specter.senate.gov/,,,S000709,53340,S6PA00100,300092,N00001604,SenArlenSpecter,http://www.opencongress.org/wiki/Arlen_Specter,http://youtube.com/SenatorArlenSpecter,,,III,1930-02-12
Rep,John,M.,Spratt,Jr.,,D,SC,5,0,M,,,http://www.house.gov/spratt,,,S000749,27065,H2SC05052,400386,N00002492,,http://www.opencongress.org/wiki/John_Spratt,http://youtube.com/JohnMSpratt,,,,1942-11-01
Sen,Debbie,Ann,Stabenow,,,D,MI,Junior Seat,1,F,202-224-4822,202-228-0325,http://www.stabenow.senate.gov,http://www.stabenow.senate.gov/?p=contact,133 Hart Senate Office Building,S000770,515,S8MI00281,300093,N00004118,StabenowPress,http://www.opencongress.org/wiki/Debbie_Stabenow,http://youtube.com/senatorstabenow,,,I,1950-04-29
Rep,Fortney,H.,Stark,,Pete,D,CA,13,0,M,202-225-5065,202-226-3805,http://www.house.gov/stark,http://www.house.gov/stark/contact/index.htm,239 Cannon House Office Building,S000810,26736,H6CA09023,400387,N00007397,petestark,http://www.opencongress.org/wiki/Fortney_Stark,http://youtube.com/repstark,repstark,,,1931-11-11
Rep,Clifford,B.,Stearns,,Cliff,R,FL,6,0,M,202-225-5744,202-225-3973,http://www.house.gov/stearns,http://www.house.gov/writerep,2306 Rayburn House Office Building,S000822,26803,H8FL06056,400388,N00002782,RepCliffStearns,http://www.opencongress.org/wiki/Clifford_Stearns,http://youtube.com/Repcliffstearns,RepCliffStearns,,,1941-04-16
Sen,Ted,F.,Stevens,,,R,AK,Senior Seat,0,M,,,http://stevens.senate.gov/,,,S000888,53268,S2AK00010,300094,N00007997,,http://www.opencongress.org/wiki/Ted_Stevens,,,,II,1923-11-18
Rep,Steve,,Stockman,,,R,TX,36,1,M,202-225-1555,202-226-0396,http://stockman.house.gov,http://stockman.house.gov/contact/email-me,326 Cannon House Office Building,S000937,21703,H6TX22143,410396,N00005918,SteveStockmanTX,,http://youtube.com/SteveStockmanTX,316293171806077,,,1956-11-14
Rep,Bart,T.,Stupak,,,D,MI,1,0,M,,,http://www.house.gov/stupak,,,S001045,26912,H2MI01068,400391,N00004196,,http://www.opencongress.org/wiki/Bart_Stupak,http://youtube.com/BartStupak,,,,1952-02-29
Sen,John,E.,Sununu,,,R,NH,Junior Seat,0,M,,,http://sununu.senate.gov/,,,S001078,617,S0NH00201,300095,N00000397,,http://www.opencongress.org/wiki/John_Sununu,,,,II,1964-09-10
Sen,Jefferson,B.,Sessions,III,Jeff,R,AL,Junior Seat,1,M,202-224-4124,202-224-3149,http://www.sessions.senate.gov,http://www.sessions.senate.gov/public/index.cfm?FuseAction=ConstituentServices.ContactMe,326 Russell Senate Office Building,S001141,443,S6AL00195,300088,N00003062,SenatorSessions,http://www.opencongress.org/wiki/Jefferson_Sessions,http://youtube.com/SenatorSessions,23444159584,,II,1946-12-24
Sen,Gordon,Harold,Smith,,,R,OR,Junior Seat,0,M,,,http://gsmith.senate.gov/,,,S001142,425,S6OR00094,300090,N00007815,,http://www.opencongress.org/wiki/Gordon_Harold_Smith,,,,II,1952-05-25
Rep,Mark,E.,Souder,,,R,IN,3,0,M,,,http://souder.house.gov,,,S001143,21780,H4IN04099,400385,N00003844,,http://www.opencongress.org/wiki/Mark_Souder,,,,,1950-07-18
Rep,Christopher,H.,Shays,,,R,CT,4,0,M,,,http://www.house.gov/shays,,,S001144,26789,H8CT04057,400370,N00000652,ShaysCongress,http://www.opencongress.org/wiki/Christopher_Shays,,,,,1945-10-18
Rep,Janice,D.,Schakowsky,,Jan,D,IL,9,1,F,202-225-2111,202-226-6890,http://schakowsky.house.gov,https://forms.house.gov/schakowsky/webforms/issue_subscribe.htm,2367 Rayburn House Office Building,S001145,6387,H8IL09067,400360,N00004724,JanSchakowsky,http://www.opencongress.org/wiki/Janice_Schakowsky,http://youtube.com/repschakowsky,160143957118,,,1944-05-26
Rep,Michael,K.,Simpson,,Mike,R,ID,2,1,M,202-225-5531,202-225-8216,http://simpson.house.gov,http://simpson.house.gov/contact,2312 Rayburn House Office Building,S001148,2917,H8ID02064,400376,N00006263,CongMikeSimpson,http://www.opencongress.org/wiki/Michael_Simpson,http://youtube.com/CongMikeSimpson,96007744606,,,1950-09-08
Rep,Adam,B.,Schiff,,,D,CA,28,1,M,202-225-4176,202-225-5828,http://schiff.house.gov,http://schiff.house.gov/contact-me/,2411 Rayburn House Office Building,S001150,9489,H0CA27085,400361,N00009585,RepAdamSchiff,http://www.opencongress.org/wiki/Adam_Schiff,http://youtube.com/adamschiff,9086721830,,,1960-06-22
Rep,Hilda,L.,Solis,,,D,CA,32,0,F,,,http://solis.house.gov,,,S001153,3585,H0CA31087,400384,N00009586,,http://www.opencongress.org/wiki/Hilda_Solis,,,,,1957-10-20
Rep,Bill,,Shuster,,,R,PA,9,1,M,202-225-2431,202-225-2486,http://www.house.gov/shuster,http://shuster.house.gov/index.cfm?sectionid=58,2209 Rayburn House Office Building,S001154,55693,H2PA09035,409888,N00013770,RepBillShuster,http://www.opencongress.org/wiki/Bill_Shuster,http://youtube.com/repshuster,54386677806,,,1961-01-10
Rep,John,A.,Sullivan,,,R,OK,1,0,M,202-225-2211,202-225-9187,http://www.house.gov/sullivan,http://sullivan.house.gov/zipauth.html,434 Cannon House Office Building,S001155,24559,H2OK01093,400392,N00013847,USRepSullivan,http://www.opencongress.org/wiki/John_Sullivan,http://youtube.com/SullivanOK01,170752815378,,,1965-01-01
Rep,Linda,T.,Sánchez,,,D,CA,38,1,F,202-225-6676,202-226-1012,http://lindasanchez.house.gov,http://www.house.gov/writerep,2423 Rayburn House Office Building,S001156,29674,H2CA39078,400355,N00024870,RepLindaSanchez,http://www.opencongress.org/wiki/Linda_Sanchez,http://youtube.com/LindaTSanchez,110685735673141,,,1969-01-28
Rep,David,,Scott,,,D,GA,13,1,M,202-225-2939,202-225-4628,http://davidscott.house.gov,http://www.house.gov/writerep,225 Cannon House Office Building,S001157,7826,H2GA13012,400363,N00024871,RepDavidScott,http://www.opencongress.org/wiki/David_Scott,http://youtube.com/RepDavidScott,113303673339,,,1945-06-27
Rep,John,T.,Salazar,,,D,CO,3,0,M,,,http://www.house.gov/salazar,,,S001158,29778,H4CO03167,400620,N00026431,,http://www.opencongress.org/wiki/John_Salazar,,,,,1953-07-21
Rep,Allyson,Y.,Schwartz,,,D,PA,13,1,F,202-225-6111,202-226-0611,http://www.house.gov/schwartz,http://schwartz.house.gov/serving-you/email-me,1227 Longworth House Office Building,S001162,5239,H4PA13124,400647,N00001579,,http://www.opencongress.org/wiki/Allyson_Schwartz,http://youtube.com/repallysonschwartz,244000962363116,,,1948-10-03
Sen,Ken,,Salazar,,,D,CO,Junior Seat,0,M,,,http://salazar.senate.gov,,,S001163,1541,S4CO00163,400619,N00026892,,http://www.opencongress.org/wiki/Ken_Salazar,http://youtube.com/SenatorSalazar,,,III,1955-03-02
Rep,Jean,,Schmidt,,,R,OH,2,0,F,202-225-3164,202-225-1992,http://www.house.gov/schmidt,http://www.house.gov/schmidt/contact.shtml,2464 Rayburn House Office Building,S001164,45475,H6OH02086,412010,N00027526,,http://www.opencongress.org/wiki/Jean_Schmidt,,108130217090,,,1951-11-29
Rep,Albio,,Sires,,,D,NJ,8,1,M,202-225-7919,202-226-0792,http://sires.house.gov,https://sires.house.gov/contact-me/email-me,2342 Rayburn House Office Building,S001165,22510,H6NJ13191,412186,N00027523,Rep_Albio_Sires,http://www.opencongress.org/wiki/Albio_Sires,http://youtube.com/RepSiresNJ13,81058818750,,,1951-01-26
Rep,Bill,T.,Sali,,Bill,R,ID,1,0,M,,,http://sali.house.gov,,,S001167,2916,H6ID01177,412201,N00027644,,http://www.opencongress.org/wiki/William_Sali,,,,,1954-02-17
Rep,John,P.,Sarbanes,,,D,MD,3,1,M,202-225-4016,202-225-9219,http://sarbanes.house.gov,http://sarbanes.house.gov/federal.asp,2444 Rayburn House Office Building,S001168,66575,H6MD03292,412212,N00027751,RepJohnSarbanes,http://www.opencongress.org/wiki/John_Sarbanes,,,,,1962-05-22
